row	col	cor	name	id	position
KCNAB1	ts-50	0.703850326824412	KCNAB1	7881	chr3:155838336-156256927
SNTG2	ts-36	0.702219316433225	SNTG2	54221	chr2:946553-1371384
SNTG2	ts-50	0.689767951264978	SNTG2	54221	chr2:946553-1371384
KCNAB1	ts-36	0.687549210785549	KCNAB1	7881	chr3:155838336-156256927
SNTG2	ts-32	0.682507073643955	SNTG2	54221	chr2:946553-1371384
KCNAB1	ts-52	0.674612889032779	KCNAB1	7881	chr3:155838336-156256927
POM121C	tRFdb-3012a	0.668615482401763	POM121C	100101267	chr7:75046059-75115565
KCNAB1	ts-51	0.668310091792505	KCNAB1	7881	chr3:155838336-156256927
SNTG2	ts-105	0.66739210769883	SNTG2	54221	chr2:946553-1371384
PITPNC1	ts-36	0.662308330025394	PITPNC1	26207	chr17:65373396-65693379
KCNAB1	ts-32	0.661477028062038	KCNAB1	7881	chr3:155838336-156256927
KCNAB1	ts-56	0.659746029653521	KCNAB1	7881	chr3:155838336-156256927
KCNAB1	ts-105	0.658235491610878	KCNAB1	7881	chr3:155838336-156256927
AFF3	ts-36	0.65792003157926	AFF3	3899	chr2:100163715-100759037
PITPNC1	ts-50	0.657384252462707	PITPNC1	26207	chr17:65373396-65693379
KCNAB1	ts-101	0.654874971305907	KCNAB1	7881	chr3:155838336-156256927
SNTG2	tRFdb-3006b	0.652900141369764	SNTG2	54221	chr2:946553-1371384
SNTG2	tRFdb-1036	0.652508012502414	SNTG2	54221	chr2:946553-1371384
KCNAB1	ts-104	0.652500959965838	KCNAB1	7881	chr3:155838336-156256927
POM121C	tRFdb-3012b	0.652167345037551	POM121C	100101267	chr7:75046059-75115565
PITPNC1	tRFdb-3008b	0.651606169038473	PITPNC1	26207	chr17:65373396-65693379
POM121C	ts-50	0.650306151647293	POM121C	100101267	chr7:75046059-75115565
SNTG2	ts-56	0.649250926255184	SNTG2	54221	chr2:946553-1371384
AFF3	tRFdb-3006b	0.648229771746201	AFF3	3899	chr2:100163715-100759037
PITPNC1	ts-52	0.646354975261642	PITPNC1	26207	chr17:65373396-65693379
EVC2	tRFdb-5002b	0.64493440684222	EVC2	132884	chr4:5564145-5711275
EVC2	tRFdb-5026c	0.643585829994583	EVC2	132884	chr4:5564145-5711275
ADARB2	ts-50	0.642753244493494	ADARB2	105	chr10:1223252-1779670
SNTG2	tRFdb-5002b	0.642735627708987	SNTG2	54221	chr2:946553-1371384
AFF3	ts-50	0.642556617438639	AFF3	3899	chr2:100163715-100759037
KCNAB1	tRFdb-5002b	0.642502790456786	KCNAB1	7881	chr3:155838336-156256927
PITPNC1	ts-56	0.636394081886887	PITPNC1	26207	chr17:65373396-65693379
PITPNC1	ts-32	0.633396753885863	PITPNC1	26207	chr17:65373396-65693379
SNTG2	ts-52	0.633372684432209	SNTG2	54221	chr2:946553-1371384
ZRANB3	ts-36	0.632412336094678	ZRANB3	84083	chr2:135954538-136288806
POM121C	tRFdb-3006b	0.631953303223224	POM121C	100101267	chr7:75046059-75115565
AFF3	ts-105	0.629204127658982	AFF3	3899	chr2:100163715-100759037
KCNAB1	ts-74	0.629042417104084	KCNAB1	7881	chr3:155838336-156256927
SNTG2	ts-97	0.628654274386049	SNTG2	54221	chr2:946553-1371384
KCNAB1	ts-97	0.628629573070943	KCNAB1	7881	chr3:155838336-156256927
POM121C	tRFdb-3008b	0.628619038680506	POM121C	100101267	chr7:75046059-75115565
PITPNC1	ts-20	0.628482143298888	PITPNC1	26207	chr17:65373396-65693379
EVC2	ts-50	0.626095199044122	EVC2	132884	chr4:5564145-5711275
SNTG2	tRFdb-3012b	0.62494981409104	SNTG2	54221	chr2:946553-1371384
KCNAB1	tRFdb-1036	0.624825216140901	KCNAB1	7881	chr3:155838336-156256927
POM121C	ts-36	0.624547718446117	POM121C	100101267	chr7:75046059-75115565
ZRANB3	ts-32	0.624431371734699	ZRANB3	84083	chr2:135954538-136288806
SNTG2	ts-104	0.624222033581298	SNTG2	54221	chr2:946553-1371384
KCNAB1	ts-20	0.6237250795415	KCNAB1	7881	chr3:155838336-156256927
SNTG2	ts-20	0.621523311849092	SNTG2	54221	chr2:946553-1371384
KCNAB1	ts-62	0.620770550418866	KCNAB1	7881	chr3:155838336-156256927
POM121C	ts-52	0.620606118706187	POM121C	100101267	chr7:75046059-75115565
AFF3	ts-56	0.618262498074703	AFF3	3899	chr2:100163715-100759037
SNTG2	tRFdb-3012a	0.618206548705773	SNTG2	54221	chr2:946553-1371384
EVC2	tRFdb-3006b	0.618080866293776	EVC2	132884	chr4:5564145-5711275
MACC1	ts-32	0.61798833016622	MACC1	346389	chr7:20174278-20257013
POM121C	tRFdb-3031b	0.617843428362219	POM121C	100101267	chr7:75046059-75115565
AFF3	ts-104	0.61779504915747	AFF3	3899	chr2:100163715-100759037
SNTG2	ts-9	0.617245795724711	SNTG2	54221	chr2:946553-1371384
AFF3	tRFdb-1036	0.616035408921408	AFF3	3899	chr2:100163715-100759037
PITPNC1	ts-9	0.616017983838969	PITPNC1	26207	chr17:65373396-65693379
ZRANB3	ts-105	0.615238433988048	ZRANB3	84083	chr2:135954538-136288806
EVC2	ts-32	0.614896961351655	EVC2	132884	chr4:5564145-5711275
SNTG2	ts-74	0.614305799238784	SNTG2	54221	chr2:946553-1371384
PITPNC1	tRFdb-1036	0.613241494285593	PITPNC1	26207	chr17:65373396-65693379
ADARB2	ts-52	0.613227646087659	ADARB2	105	chr10:1223252-1779670
AFF3	ts-97	0.612207367610745	AFF3	3899	chr2:100163715-100759037
AFF3	ts-52	0.611012415232612	AFF3	3899	chr2:100163715-100759037
ZRANB3	ts-50	0.610173708278349	ZRANB3	84083	chr2:135954538-136288806
PITPNC1	ts-51	0.610113955511065	PITPNC1	26207	chr17:65373396-65693379
EVC2	tRFdb-5026b	0.609853438766789	EVC2	132884	chr4:5564145-5711275
PITPNC1	ts-104	0.609826277664614	PITPNC1	26207	chr17:65373396-65693379
KCNAB1	ts-9	0.609141353097782	KCNAB1	7881	chr3:155838336-156256927
AFF3	ts-32	0.608312438775793	AFF3	3899	chr2:100163715-100759037
SNTG2	tRFdb-3008b	0.607933649591696	SNTG2	54221	chr2:946553-1371384
MYH1	ts-32	0.607409277684821	MYH1	4619	chr17:10395626-10421859
KCNAB1	ts-68	0.60706146680286	KCNAB1	7881	chr3:155838336-156256927
KCNAB1	tRFdb-3008b	0.606823909177276	KCNAB1	7881	chr3:155838336-156256927
PITPNC1	ts-74	0.606814924792907	PITPNC1	26207	chr17:65373396-65693379
ADARB2	tRFdb-3006b	0.606761272186523	ADARB2	105	chr10:1223252-1779670
PITPNC1	tRFdb-3006b	0.604783203060912	PITPNC1	26207	chr17:65373396-65693379
ADARB2	ts-36	0.604716053211796	ADARB2	105	chr10:1223252-1779670
POM121C	ts-9	0.603155749365245	POM121C	100101267	chr7:75046059-75115565
RNF38	ts-32	0.601522519165041	RNF38	152006	chr9:36336398-36401195
ADARB2	ts-56	0.601272321446072	ADARB2	105	chr10:1223252-1779670
ZRANB3	ts-97	0.601136921911065	ZRANB3	84083	chr2:135954538-136288806
PITPNC1	tRFdb-3012b	0.600594055825271	PITPNC1	26207	chr17:65373396-65693379
EVC2	ts-36	0.599848931400163	EVC2	132884	chr4:5564145-5711275
POM121C	ts-56	0.599491069057403	POM121C	100101267	chr7:75046059-75115565
MACC1	tRFdb-5026c	0.599051552743698	MACC1	346389	chr7:20174278-20257013
ZRANB3	ts-104	0.598903132364899	ZRANB3	84083	chr2:135954538-136288806
PITPNC1	ts-101	0.598057750733785	PITPNC1	26207	chr17:65373396-65693379
AFF3	ts-68	0.59650918892502	AFF3	3899	chr2:100163715-100759037
PITPNC1	ts-62	0.596015594424736	PITPNC1	26207	chr17:65373396-65693379
ZRANB3	tRFdb-3006b	0.59477558426574	ZRANB3	84083	chr2:135954538-136288806
AFF3	ts-9	0.594624941048689	AFF3	3899	chr2:100163715-100759037
ZRANB3	tRFdb-1036	0.592795845569916	ZRANB3	84083	chr2:135954538-136288806
ADARB2	ts-32	0.592431063302369	ADARB2	105	chr10:1223252-1779670
RNF38	tRFdb-5002b	0.592137144194559	RNF38	152006	chr9:36336398-36401195
AFF3	tRFdb-5002b	0.590229837307899	AFF3	3899	chr2:100163715-100759037
RPS2P39	ts-59	0.590176246025743	RPS2P39	100271244	chr11:108561015-108561682
CYCSP29	ts-59	0.590176246025743	CYCSP29	360180	chr11:108693059-108693376
POM121C	tRFdb-5002b	0.58917825472095	POM121C	100101267	chr7:75046059-75115565
ADARB2	ts-20	0.588934260437145	ADARB2	105	chr10:1223252-1779670
ZRANB3	ts-56	0.587864913944145	ZRANB3	84083	chr2:135954538-136288806
SNTG2	ts-101	0.587296334272633	SNTG2	54221	chr2:946553-1371384
SKCG.1	ts-59	0.586689022834106	SKCG-1	100049615	chr11:108829769-108830143
ZRANB3	ts-52	0.585077524424852	ZRANB3	84083	chr2:135954538-136288806
MACC1	ts-36	0.584657721830734	MACC1	346389	chr7:20174278-20257013
PITPNC1	tRFdb-5002b	0.584315920470947	PITPNC1	26207	chr17:65373396-65693379
AFF3	ts-20	0.58360050213969	AFF3	3899	chr2:100163715-100759037
MACC1	ts-62	0.583492874282879	MACC1	346389	chr7:20174278-20257013
KCNAB1	tRFdb-3006b	0.582688856336158	KCNAB1	7881	chr3:155838336-156256927
ZRANB3	tRFdb-5002b	0.581122768935128	ZRANB3	84083	chr2:135954538-136288806
AFF3	ts-74	0.580510613579927	AFF3	3899	chr2:100163715-100759037
RNF38	ts-97	0.580441583182682	RNF38	152006	chr9:36336398-36401195
MACC1	ts-97	0.580144131567471	MACC1	346389	chr7:20174278-20257013
SNTG2	ts-68	0.580130552036838	SNTG2	54221	chr2:946553-1371384
POM121C	ts-32	0.579847816348159	POM121C	100101267	chr7:75046059-75115565
KCNAB1	ts-98	0.579335710292992	KCNAB1	7881	chr3:155838336-156256927
KCNAB1	ts-109	0.579069573242728	KCNAB1	7881	chr3:155838336-156256927
EVC2	ts-105	0.578833029365261	EVC2	132884	chr4:5564145-5711275
PITPNC1	ts-68	0.578589856269988	PITPNC1	26207	chr17:65373396-65693379
KCNAB1	tRFdb-3012b	0.578334596298011	KCNAB1	7881	chr3:155838336-156256927
AFF3	ts-51	0.575966892718709	AFF3	3899	chr2:100163715-100759037
LOC100129471	ts-59	0.575796399354145	LOC100129471	100129471	chr11:101636077-101640732
AFF3	tRFdb-3008b	0.575668730317323	AFF3	3899	chr2:100163715-100759037
PITPNC1	ts-105	0.575630100004241	PITPNC1	26207	chr17:65373396-65693379
KCNAB1	tRFdb-5026c	0.574691075532278	KCNAB1	7881	chr3:155838336-156256927
SNTG2	ts-51	0.574392999406129	SNTG2	54221	chr2:946553-1371384
ZRANB3	ts-9	0.574231519744626	ZRANB3	84083	chr2:135954538-136288806
EVC2	tRFdb-1036	0.573802813688249	EVC2	132884	chr4:5564145-5711275
MACC1	ts-52	0.573733666887371	MACC1	346389	chr7:20174278-20257013
MACC1	tRFdb-5026b	0.573451290337801	MACC1	346389	chr7:20174278-20257013
SHQ1	ts-105	0.572141661086947	SHQ1	55164	chr3:72798427-72897598
EVC2	ts-56	0.571471185392912	EVC2	132884	chr4:5564145-5711275
ADARB2	ts-105	0.571173461052839	ADARB2	105	chr10:1223252-1779670
MACC1	tRFdb-1036	0.570797349720528	MACC1	346389	chr7:20174278-20257013
PITPNC1	tRFdb-5026c	0.570263496818959	PITPNC1	26207	chr17:65373396-65693379
POM121C	ts-97	0.569982112009308	POM121C	100101267	chr7:75046059-75115565
