row	col	cor	name	id	position
ANGPTL5	5P_tRNA-Ser-AGA-2-1	0.634862971815048	ANGPTL5	253935	NA
KIAA1377	5P_tRNA-Ser-AGA-2-1	0.633785388932954	CEP126	57562	NA
C11orf70	5P_tRNA-Ser-AGA-2-1	0.632255199546939	C11orf70	85016	NA
YAP1	5P_tRNA-Ser-AGA-2-1	0.632082318531213	YAP1	10413	NA
BIRC3	5P_tRNA-Ser-AGA-2-1	0.630915769959438	BIRC3	330	NA
MMP20	5P_tRNA-Ser-AGA-2-1	0.630207159412157	MMP20	9313	NA
TMEM123	5P_tRNA-Ser-AGA-2-1	0.623262769330771	TMEM123	114908	NA
BIRC2	5P_tRNA-Ser-AGA-2-1	0.623135742439732	BIRC2	329	NA
MMP7	5P_tRNA-Ser-AGA-2-1	0.622720523014191	MMP7	4316	NA
DDX10	5P_tRNA-Ser-AGA-2-1	0.617766624757669	DDX10	1662	NA
MMP10	5P_tRNA-Ser-AGA-2-1	0.604665228469107	MMP10	4319	NA
WTAPP1	5P_tRNA-Ser-AGA-2-1	0.604665228469107	WTAPP1	100288077	NA
MMP1	5P_tRNA-Ser-AGA-2-1	0.604665228469107	MMP1	4312	NA
MMP20	ts-59	0.604455333022225	MMP20	9313	NA
EXPH5	5P_tRNA-Ser-AGA-2-1	0.604264972996386	EXPH5	23086	NA
MMP27	5P_tRNA-Ser-AGA-2-1	0.604097975647813	MMP27	64066	NA
MMP8	5P_tRNA-Ser-AGA-2-1	0.604097975647813	MMP8	4317	NA
MMP3	5P_tRNA-Ser-AGA-2-1	0.601259468474287	MMP3	4314	NA
BIRC3	ts-59	0.600101137666453	BIRC3	330	NA
DCUN1D5	5P_tRNA-Ser-AGA-2-1	0.600098046139571	DCUN1D5	84259	NA
DYNC2H1	5P_tRNA-Ser-AGA-2-1	0.600098046139571	DYNC2H1	79659	NA
MMP13	5P_tRNA-Ser-AGA-2-1	0.597336118443853	MMP13	4322	NA
MMP12	5P_tRNA-Ser-AGA-2-1	0.597213943017775	MMP12	4321	NA
MMP7	ts-59	0.596999720185805	MMP7	4316	NA
YAP1	ts-59	0.596697902965568	YAP1	10413	NA
ANGPTL5	ts-59	0.59486952324058	ANGPTL5	253935	NA
C11orf87	5P_tRNA-Ser-AGA-2-1	0.593718338634527	C11orf87	399947	NA
KIAA1377	ts-59	0.593715925088492	CEP126	57562	NA
DDX10	ts-59	0.59287669084446	DDX10	1662	NA
TMEM123	ts-59	0.592488427526726	TMEM123	114908	NA
BIRC2	ts-59	0.592363609799923	BIRC2	329	NA
C11orf70	ts-59	0.592112317935965	C11orf70	85016	NA
CNTN5	5P_tRNA-Ser-AGA-2-1	0.591700661483286	CNTN5	53942	NA
NPAT	5P_tRNA-Ser-AGA-2-1	0.590475905503492	NPAT	4863	NA
ATM	5P_tRNA-Ser-AGA-2-1	0.590427142136872	ATM	472	NA
C11orf65	5P_tRNA-Ser-AGA-2-1	0.589939792347799	C11orf65	160140	NA
CUL5	5P_tRNA-Ser-AGA-2-1	0.58936903650965	CUL5	8065	NA
ACAT1	5P_tRNA-Ser-AGA-2-1	0.58936903650965	ACAT1	38	NA
KDELC2	5P_tRNA-Ser-AGA-2-1	0.589314503890729	KDELC2	143888	NA
